   0.0000000e+00   2.5000000e+03
   1.0000000e+00   2.4999993e+03
   2.0000000e+00   2.4255395e+03
   3.0000000e+00   2.4999984e+03
   4.0000000e+00   2.4256208e+03
   5.0000000e+00   2.5000009e+03
   6.0000000e+00   2.4253362e+03
   7.0000000e+00   2.4251724e+03
   8.0000000e+00   2.4999990e+03
   9.0000000e+00   2.4999703e+03
   1.0000000e+01   2.4246769e+03
   1.1000000e+01   2.3491650e+03
   1.4000000e+01   2.4968490e+03
   1.5000000e+01   2.4955219e+03
   1.6000000e+01   2.4939678e+03
   1.7000000e+01   2.4921958e+03
   1.8000000e+01   2.4152378e+03
   2.0000000e+01   2.3357221e+03
   2.2000000e+01   2.4054114e+03
   2.3000000e+01   2.3275080e+03
   2.4000000e+01   2.4744046e+03
   2.5000000e+01   2.4711436e+03
   2.7000000e+01   2.3140941e+03
   2.8000000e+01   2.3853215e+03
   3.0000000e+01   2.3772664e+03
   3.1000000e+01   2.2979900e+03
   3.3000000e+01   2.2889590e+03
   3.5000000e+01   2.4293039e+03
   3.6000000e+01   2.3492503e+03
   3.7000000e+01   2.4190484e+03
   3.8000000e+01   2.4136988e+03
   3.9000000e+01   2.4082042e+03
   4.0000000e+01   2.4025666e+03
   4.1000000e+01   2.3217901e+03
   4.3000000e+01   2.3098236e+03
   4.5000000e+01   2.3723285e+03
   4.6000000e+01   2.2908832e+03
   4.7000000e+01   2.3593124e+03
   4.8000000e+01   2.3526124e+03
   5.0000000e+01   2.3388399e+03
   5.1000000e+01   2.4817691e+03
   5.2000000e+01   2.3995800e+03
   5.3000000e+01   2.3172762e+03
   5.4000000e+01   2.2348589e+03
   5.7000000e+01   2.1369389e+03
   5.8000000e+01   2.1290806e+03
   5.9000000e+01   2.1211152e+03
   6.0000000e+01   2.0380476e+03
   6.2000000e+01   2.1716054e+03
   6.3000000e+01   2.3132352e+03
   6.4000000e+01   2.2297656e+03
   6.5000000e+01   2.1461998e+03
   6.6000000e+01   2.0625387e+03
   6.7000000e+01   2.1287824e+03
   6.8000000e+01   2.1949319e+03
   6.9000000e+01   2.1109924e+03
   7.0000000e+01   2.1019636e+03
   7.2000000e+01   2.0086436e+03
   7.3000000e+01   2.2243553e+03
   7.5000000e+01   2.0555230e+03
   7.7000000e+01   1.9613654e+03
   7.8000000e+01   2.0266687e+03
   7.9000000e+01   2.0918974e+03
   8.0000000e+01   2.0070479e+03
   8.1000000e+01   2.0721233e+03
   8.3000000e+01   1.9020549e+03
   8.4000000e+01   1.9669129e+03
   8.5000000e+01   1.8816987e+03
   8.9000000e+01   1.9901596e+03
   9.0000000e+01   1.9796096e+03
   9.1000000e+01   1.8939968e+03
   9.3000000e+01   1.8725832e+03
   9.4000000e+01   1.8617840e+03
   9.5000000e+01   1.8509227e+03
   9.6000000e+01   1.8400028e+03
   9.7000000e+01   1.9040255e+03
   9.9000000e+01   1.7319049e+03
   1.0000000e+02   1.9457629e+03
   1.0200000e+02   1.7733115e+03
   1.0300000e+02   1.7620076e+03
   1.0400000e+02   1.8256536e+03
   1.0500000e+02   1.8142455e+03
   1.0600000e+02   1.7277868e+03
   1.0700000e+02   1.6412790e+03
   1.0800000e+02   1.7047216e+03
   1.1000000e+02   1.6814683e+03
   1.1200000e+02   1.5080341e+03
   1.1300000e+02   1.6462501e+03
   1.1400000e+02   1.5594232e+03
   1.1500000e+02   1.6225519e+03
   1.1700000e+02   1.5986862e+03
   1.1900000e+02   1.4996597e+03
   1.2000000e+02   1.5625875e+03
   1.2100000e+02   1.5504745e+03
   1.2400000e+02   1.5139053e+03
   1.2500000e+02   1.5766406e+03
   1.2600000e+02   1.5643395e+03
   1.2700000e+02   1.4770051e+03
   1.2900000e+02   1.4522285e+03
   1.3000000e+02   1.4397880e+03
   1.3100000e+02   1.5023173e+03
   1.3200000e+02   1.4148131e+03
   1.3300000e+02   1.4022772e+03
   1.3400000e+02   1.5397075e+03
   1.3500000e+02   1.5271075e+03
   1.3700000e+02   1.5018180e+03
   1.3800000e+02   1.4141295e+03
   1.4100000e+02   1.3758880e+03
   1.4200000e+02   1.4380848e+03
   1.4300000e+02   1.3502528e+03
   1.4400000e+02   1.2623936e+03
   1.4500000e+02   1.3245105e+03
