   0.0000000e+00   0.0000000e+00
   1.0000000e+00  -1.0629093e-03
   2.0000000e+00   2.0583480e-01
   3.0000000e+00   6.8811733e-05
   4.0000000e+00  -8.4893905e-02
   5.0000000e+00   5.0973404e-04
   6.0000000e+00  -1.6918896e-01
   7.0000000e+00  -1.5379350e-01
   8.0000000e+00  -2.3728996e-04
   9.0000000e+00  -9.4465714e-02
   1.0000000e+01  -3.1600596e-01
   1.1000000e+01  -5.3138017e-01
   1.4000000e+01  -1.2089154e+00
   1.5000000e+01  -1.4412101e+00
   1.6000000e+01  -1.6633460e+00
   1.7000000e+01  -1.8768763e+00
   1.8000000e+01  -2.0725677e+00
   2.0000000e+01  -2.4594089e+00
   2.2000000e+01  -2.8243089e+00
   2.3000000e+01  -3.0091037e+00
   2.4000000e+01  -3.1723384e+00
   2.5000000e+01  -3.3474899e+00
   2.7000000e+01  -3.6911545e+00
   2.8000000e+01  -3.8594559e+00
   3.0000000e+01  -4.1925128e+00
   3.1000000e+01  -4.3541241e+00
   3.3000000e+01  -4.6729267e+00
   3.5000000e+01  -4.9784578e+00
   3.6000000e+01  -5.1276938e+00
   3.7000000e+01  -5.2755012e+00
   3.8000000e+01  -5.4214543e+00
   3.9000000e+01  -5.5650706e+00
   4.0000000e+01  -5.7088392e+00
   4.1000000e+01  -5.8473873e+00
   4.3000000e+01  -6.1158058e+00
   4.5000000e+01  -6.3777496e+00
   4.6000000e+01  -6.5074113e+00
   4.7000000e+01  -6.6367947e+00
   4.8000000e+01  -6.7619770e+00
   5.0000000e+01  -7.0070095e+00
   5.1000000e+01  -7.1298707e+00
   5.2000000e+01  -7.2461995e+00
   5.3000000e+01  -7.3595255e+00
   5.4000000e+01  -7.4732795e+00
   5.7000000e+01  -7.8038122e+00
   5.8000000e+01  -7.9123177e+00
   5.9000000e+01  -8.0168368e+00
   6.0000000e+01  -8.1198408e+00
   6.2000000e+01  -8.3201805e+00
   6.3000000e+01  -8.4207448e+00
   6.4000000e+01  -8.5181477e+00
   6.5000000e+01  -8.6135108e+00
   6.6000000e+01  -8.7089696e+00
   6.7000000e+01  -8.8023794e+00
   6.8000000e+01  -8.8945210e+00
   6.9000000e+01  -8.9851058e+00
   7.0000000e+01  -9.0719493e+00
   7.2000000e+01  -9.2470919e+00
   7.3000000e+01  -9.3321674e+00
   7.5000000e+01  -9.4974774e+00
   7.7000000e+01  -9.6581379e+00
   7.8000000e+01  -9.7331903e+00
   7.9000000e+01  -9.8123694e+00
   8.0000000e+01  -9.8866797e+00
   8.1000000e+01  -9.9598268e+00
   8.3000000e+01  -1.0105908e+01
   8.4000000e+01  -1.0179718e+01
   8.5000000e+01  -1.0248727e+01
   8.9000000e+01  -1.0518831e+01
   9.0000000e+01  -1.0581081e+01
   9.1000000e+01  -1.0644553e+01
   9.3000000e+01  -1.0768054e+01
   9.4000000e+01  -1.0830681e+01
   9.5000000e+01  -1.0891282e+01
   9.6000000e+01  -1.0948866e+01
   9.7000000e+01  -1.1003581e+01
   9.9000000e+01  -1.1115226e+01
   1.0000000e+02  -1.1170470e+01
   1.0200000e+02  -1.1276827e+01
   1.0300000e+02  -1.1329884e+01
   1.0400000e+02  -1.1381557e+01
   1.0500000e+02  -1.1434898e+01
   1.0600000e+02  -1.1484731e+01
   1.0700000e+02  -1.1533224e+01
   1.0800000e+02  -1.1579240e+01
   1.1000000e+02  -1.1672840e+01
   1.1200000e+02  -1.1764143e+01
   1.1300000e+02  -1.1803562e+01
   1.1400000e+02  -1.1848157e+01
   1.1500000e+02  -1.1892768e+01
   1.1700000e+02  -1.1972161e+01
   1.1900000e+02  -1.2051343e+01
   1.2000000e+02  -1.2092493e+01
   1.2100000e+02  -1.2132262e+01
   1.2400000e+02  -1.2244968e+01
   1.2500000e+02  -1.2283259e+01
   1.2600000e+02  -1.2317821e+01
   1.2700000e+02  -1.2352824e+01
   1.2900000e+02  -1.2423965e+01
   1.3000000e+02  -1.2456364e+01
   1.3100000e+02  -1.2487295e+01
   1.3200000e+02  -1.2519212e+01
   1.3300000e+02  -1.2553033e+01
   1.3400000e+02  -1.2585147e+01
   1.3500000e+02  -1.2613725e+01
   1.3700000e+02  -1.2673599e+01
   1.3800000e+02  -1.2702690e+01
   1.4100000e+02  -1.2789297e+01
   1.4200000e+02  -1.2817823e+01
   1.4300000e+02  -1.2844272e+01
   1.4400000e+02  -1.2871012e+01
   1.4500000e+02  -1.2898102e+01
